OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,TYPE,DIAMETER,DRAINAGE_A,FLOW_RATE,WIDTH,HEIGHT,SLOPE,ROUGHNESS,FILENUM,INSTALL_DA,LIFE_CYCLE,OWNER,DATA_SOURC,CREATED_BY,LAST_EDITE,LAST_EDI_1,ENABLED,TYPE_USE,ORIG_FID,POINT_X,POINT_Y,RASTERVALU,OBJECTID_12,NODE_ID,TYPE_1,DRAINAGE_A_1,FLOW_RATE_1,POINT_X_1,POINT_Y_1,CATCHMENT_,INSTALL_DA_1,LIFE_CYCLE_1,OWNER_1,DATA_SOURC_1,CREATED_BY_1,LAST_EDITE_1,LAST_EDI_12,DA_SRC_STR,ENABLED_1,ANCILLARYR,OUTFALL,SWID,TYPE_USE_1
244,0,244,35763,Channel, , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,555,-157.752730155871973,21.282383314238587,14.5961847,,,,,,,,,,,,,,,,,,,,,
245,0,245,35763,Channel, , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,555,-157.752143978661650,21.281118982555029,9.5426130,,,,,,,,,,,,,,,,,,,,,
246,0,246,35765,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,557,-157.756420280171767,21.290641902801610,163.5596008,,,,,,,,,,,,,,,,,,,,,
247,0,247,35765,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,557,-157.756435435546877,21.290592476961308,164.0279999,,,,,,,,,,,,,,,,,,,,,
248,0,248,35765,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,557,-157.756462426899446,21.290459889912029,163.7732697,,,,,,,,,,,,,,,,,,,,,
249,0,249,35765,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,557,-157.756474107294196,21.290334449775060,161.7982025,,,,,,,,,,,,,,,,,,,,,
250,0,250,35765,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,557,-157.756477079553548,21.290231964833367,159.4950104,,,,,,,,,,,,,,,,,,,,,
251,1,251,36266,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,567,-157.752606323722830,21.288920729008510,182.1188507,42903,20602,Man Hole, , ,-157.752620729962700,21.288924151828212, , ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 25,HWES 25-20602, 
252,1,252,36266,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,567,-157.752471375953206,21.288820349379648,192.8967285,22611,20605,Man Hole, , ,-157.752485782193077,21.288823773098727,4.7, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 25,HWES 25-20605, 
253,1,253,36273,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels & Easements;,True, ,568,-157.757281413406474,21.290688552434801,255.5276642,21694,20533,Man Hole, , ,-157.757295819646345,21.290691976153823,4.1, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels & Easements;, ,True,None,HWES 20,HWES 20-20533, 
254,1,254,36273,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels & Easements;,True, ,568,-157.757108138329897,21.290671847527790,236.7988281,2569,20534,Man Hole, , ,-157.757122545469059,21.290675271246812,6.900000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 20,HWES 20-20534, 
255,1,255,36662,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,584,-157.750480472995406,21.279335733956998,-0.5727900,35545,22369,Grate/Drain Inlet, , ,-157.750494880134568,21.279339157676020, , ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 43,HWES 43-22369, 
256,0,256,36662,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,584,-157.750579268018782,21.279314804035039,-0.7660838,,,,,,,,,,,,,,,,,,,,,
257,1,257,36662,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,584,-157.750601296012974,21.279314557620808,-0.8106122,2282,22370,Man Hole, , ,-157.750615703152164,21.279317981339830,5.400000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 43,HWES 43-22370, 
258,1,258,37722,Channel, , , , , , , ,15551, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,596,-157.754694630452803,21.293249636361679,173.7020111,14255,20488,Catch Basin, , ,-157.754709036692674,21.293253060080701, , ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18150 and Parcels, ,True,None,HWES,HWES-20488, 
259,1,259,37722,Channel, , , , , , , ,15551, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,596,-157.754862960157453,21.293224790791498,177.0779419,15180,20489,Catch Basin, , ,-157.754877366397324,21.293228213611201, , ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18150 and Parcels, ,True,None,HWES,HWES-20489, 
260,1,260,38191,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,611,-157.755068882422961,21.288913455291777,92.8322220,32777,20603,Man Hole, , ,-157.755083288662803,21.288916879010799,5.200000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 25,HWES 25-20603, 
261,1,261,38191,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,611,-157.754693077323623,21.289033664971726,89.8419724,33682,20593,Man Hole, , ,-157.754707483563493,21.289037088690748,6.300000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 25,HWES 25-20593, 
262,1,262,38192,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,612,-157.755541537312070,21.288620429189507,93.2429886,23530,20608,Man Hole, , ,-157.755555943551911,21.288623852009209,3.6, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 25,HWES 25-20608, 
263,1,263,38192,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,612,-157.755068882422961,21.288913455291777,92.8322220,32777,20603,Man Hole, , ,-157.755083288662803,21.288916879010799,5.200000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 25,HWES 25-20603, 
264,0,264,39445,Ditch, , , ,48, , , ,Pre-SWQDC, , ,State of Hawaii,Pre-SWQDC,Pre-SWQDC,jnolan,TYPE=State DOT Concrete Ditch; OWNERSHIP taken from Streets; edited by FILENUM 18152,True, ,633,-157.760775744504969,21.276678508906116,22.9542503,,,,,,,,,,,,,,,,,,,,,
265,1,265,39445,Ditch, , , ,48, , , ,Pre-SWQDC, , ,State of Hawaii,Pre-SWQDC,Pre-SWQDC,jnolan,TYPE=State DOT Concrete Ditch; OWNERSHIP taken from Streets; edited by FILENUM 18152,True, ,633,-157.761061267563406,21.276636112166898,25.9386578,1956,22630,Inlet/Outlet, , ,-157.761075673803276,21.276639536785240, , ,"Constructed, existing ROW",State of Hawaii,Pre-SWQDC,Pre-SWQDC,jnolan,Connection between State DOT Concrete Ditches and State DOT RCPs; OWNERSHIP taken from Streets; edited by FILENUM 18152, ,True,None,HMB 35,HMB 35-22630, 
266,0,266,39449,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154,True, ,635,-157.749276780798766,21.284663987752879,217.3141937,,,,,,,,,,,,,,,,,,,,,
267,0,267,39449,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154,True, ,635,-157.749282752297148,21.284629999674792,214.7696228,,,,,,,,,,,,,,,,,,,,,
268,0,268,39450,Channel, , , , , , , ,18150, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,636,-157.755533023430246,21.292499445293231,176.8425140,,,,,,,,,,,,,,,,,,,,,
269,0,269,39450,Channel, , , , , , , ,18150, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,636,-157.755571955980969,21.292365545233793,174.8371735,,,,,,,,,,,,,,,,,,,,,
270,0,270,39450,Channel, , , , , , , ,18150, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,636,-157.755641120141547,21.292172083974549,172.5403748,,,,,,,,,,,,,,,,,,,,,
271,0,271,39450,Channel, , , , , , , ,18150, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,636,-157.755691060394099,21.292039530200213,171.0565796,,,,,,,,,,,,,,,,,,,,,
272,0,272,39450,Channel, , , , , , , ,18150, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,636,-157.755764008002529,21.291871165421981,169.3139954,,,,,,,,,,,,,,,,,,,,,
273,0,273,39450,Channel, , , , , , , ,18150, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,636,-157.755833088526174,21.291727886332922,167.9126587,,,,,,,,,,,,,,,,,,,,,
274,0,274,39450,Channel, , , , , , , ,18150, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,636,-157.755900883019308,21.291598296724089,166.6960297,,,,,,,,,,,,,,,,,,,,,
275,1,275,39988,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,643,-157.752767730446379,21.289006264427599,173.2007294,2576,20596,Man Hole, , ,-157.752782136686221,21.289009688146621,7.200000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 25,HWES 25-20596, 
276,1,276,39988,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,643,-157.752606323722830,21.288920729008510,182.1188507,42903,20602,Man Hole, , ,-157.752620729962700,21.288924151828212, , ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 25,HWES 25-20602, 
277,1,277,39992,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,644,-157.749513402321639,21.283698482798798,143.5424805,2198,22238,Man Hole, , ,-157.749527808561481,21.283701906517820,6.900000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 38,HWES 38-22238, 
278,0,278,39992,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,644,-157.749645251926808,21.283671130818107,134.7977295,,,,,,,,,,,,,,,,,,,,,
279,1,279,39992,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,644,-157.749837338122632,21.283627674677518,122.0330887,57492,22241,Man Hole, , ,-157.749851745261793,21.283631098396540,5.200000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 38,HWES 38-22241, 
280,1,280,39999,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels & Easements;,True, ,645,-157.757474153409419,21.290702511711572,276.2648010,42902,20531,Inlet/Outlet, , ,-157.757488559649289,21.290705934531331, , ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan,Connection between GRP Ditches and RCP; OWNERSHIP taken from Parcels & Easements; edited by FILENUM 18149, ,True,None,HWES 20,HWES 20-20531, 
281,1,281,39999,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels & Easements;,True, ,645,-157.757281413406474,21.290688552434801,255.5276642,21694,20533,Man Hole, , ,-157.757295819646345,21.290691976153823,4.1, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels & Easements;, ,True,None,HWES 20,HWES 20-20533, 
282,1,282,41244,Reinforced Concrete Pipe,36, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154,True, ,661,-157.749270865058350,21.284697650276371,219.8399200,29985,20705,Inlet/Outlet, , ,-157.749285272197511,21.284701073995393, , ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,TYPE=Special Drop Intake with Cage; connection between Ditch and RCP; edited by FILENUM 18154, ,True,None,HWES 38,HWES 38-20705,Infall
283,0,283,41244,Reinforced Concrete Pipe,36, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154,True, ,661,-157.749276780798766,21.284663987752879,217.3141937,,,,,,,,,,,,,,,,,,,,,
284,1,284,41246,Channel, , , , , , , ,18151, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,663,-157.756095947769751,21.299316616668591,333.6875000,7099,63854,Inlet/Outlet, , ,-157.756110354009593,21.299320039488293, , , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Connection between Receiving Water Body and Drainage Canal; start of Drainage Canal; edited by Parcels, ,True,None,HWES,HWES-63854,Infall
285,0,285,41246,Channel, , , , , , , ,18151, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,663,-157.756094233661912,21.299266375143134,332.6550598,,,,,,,,,,,,,,,,,,,,,
286,1,286,41458,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,664,-157.756313097171670,21.287412440032142,84.5737610,46532,20649,Catch Basin, , ,-157.756327503411512,21.287415862851844,6, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 27,HWES 27-20649, 
287,1,287,41458,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,664,-157.756420433056519,21.287335450870387,91.1517792,56638,20650,Man Hole, , ,-157.756434840195681,21.287338874589466,6.100000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 27,HWES 27-20650, 
288,1,288,41870,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,681,-157.754693077323623,21.289033664971726,89.8419724,33682,20593,Man Hole, , ,-157.754707483563493,21.289037088690748,6.300000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 25,HWES 25-20593, 
289,1,289,41870,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,681,-157.754281003465508,21.289105924598800,99.8310318,50235,20587,Man Hole, , ,-157.754295409705378,21.289109348317822,7.400000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 25,HWES 25-20587, 
290,1,290,41871,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,682,-157.752939148422939,21.289033982432386,165.4967346,47469,20592,Man Hole, , ,-157.752953554662781,21.289037406151408, , ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 25,HWES 25-20592, 
291,1,291,41871,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,682,-157.752767730446379,21.289006264427599,173.2007294,2576,20596,Man Hole, , ,-157.752782136686221,21.289009688146621,7.200000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 25,HWES 25-20596, 
292,1,292,42019,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,686,-157.749805778214068,21.279493079342160,0.9032624,55717,22365,Man Hole, , ,-157.749820185353229,21.279496503061239,4.800000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 43,HWES 43-22365, 
293,0,293,42019,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,686,-157.750023210003121,21.279439981569965,0.3907967,,,,,,,,,,,,,,,,,,,,,
294,0,294,42019,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,686,-157.750341644651144,21.279365377410272,-0.2924904,,,,,,,,,,,,,,,,,,,,,
295,1,295,42019,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,686,-157.750480472995406,21.279335733956998,-0.5727900,35545,22369,Grate/Drain Inlet, , ,-157.750494880134568,21.279339157676020, , ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 43,HWES 43-22369, 
296,0,296,43020,Ditch, , , ,84,48, , ,18152, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,698,-157.760618459374371,21.280794723897429,201.7107697,,,,,,,,,,,,,,,,,,,,,
297,0,297,43020,Ditch, , , ,84,48, , ,18152, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,698,-157.760618798418790,21.280584969620691,189.6258392,,,,,,,,,,,,,,,,,,,,,
298,0,298,43020,Ditch, , , ,84,48, , ,18152, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,698,-157.760618876659805,21.280536565410216,186.8369904,,,,,,,,,,,,,,,,,,,,,
299,0,299,43020,Ditch, , , ,84,48, , ,18152, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,698,-157.760614648047550,21.280490171184510,183.9932556,,,,,,,,,,,,,,,,,,,,,
300,0,300,43020,Ditch, , , ,84,48, , ,18152, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,698,-157.760610409542750,21.280449827597522,181.4990845,,,,,,,,,,,,,,,,,,,,,
301,0,301,43020,Ditch, , , ,84,48, , ,18152, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,698,-157.760548626118180,21.280066533843524,157.0208588,,,,,,,,,,,,,,,,,,,,,
302,0,302,43020,Ditch, , , ,84,48, , ,18152, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,698,-157.760547889573417,21.280062777375349,156.7765503,,,,,,,,,,,,,,,,,,,,,
303,0,303,43021,Channel, , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,699,-157.755257979272301,21.294608744897687,220.1118622,,,,,,,,,,,,,,,,,,,,,
304,0,304,43021,Channel, , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,699,-157.755209312459783,21.294250456793179,208.6073608,,,,,,,,,,,,,,,,,,,,,
305,0,305,43021,Channel, , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,699,-157.755194220936517,21.294124977985405,204.6843719,,,,,,,,,,,,,,,,,,,,,
306,0,306,43021,Channel, , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,699,-157.755182937142820,21.294010257767241,201.8931580,,,,,,,,,,,,,,,,,,,,,
307,0,307,43021,Channel, , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,699,-157.755183120604499,21.293899139333860,199.4438934,,,,,,,,,,,,,,,,,,,,,
308,0,308,43021,Channel, , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,699,-157.755190989672400,21.293766524405612,196.6973114,,,,,,,,,,,,,,,,,,,,,
309,0,309,43021,Channel, , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,699,-157.755210326895053,21.293637511262204,194.2966309,,,,,,,,,,,,,,,,,,,,,
310,0,310,43021,Channel, , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,699,-157.755225810522717,21.293526415311874,192.2043762,,,,,,,,,,,,,,,,,,,,,
311,0,311,43021,Channel, , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,699,-157.755245046121956,21.293458337532286,191.1495819,,,,,,,,,,,,,,,,,,,,,
312,0,312,43021,Channel, , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,699,-157.755296897433851,21.293285914113710,188.5572662,,,,,,,,,,,,,,,,,,,,,
313,0,313,43022,Channel, , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,700,-157.755536618020471,21.296603388135907,277.5348816,,,,,,,,,,,,,,,,,,,,,
314,0,314,43022,Channel, , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,700,-157.755519166676180,21.296534222176660,275.7998962,,,,,,,,,,,,,,,,,,,,,
315,0,315,43022,Channel, , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,700,-157.755507834319076,21.296448178640560,273.6506348,,,,,,,,,,,,,,,,,,,,,
316,0,316,43022,Channel, , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,700,-157.755372650027738,21.295452957388136,246.1431732,,,,,,,,,,,,,,,,,,,,,
317,1,317,43586,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,710,-157.756669508391070,21.284351411288640,79.0112457,50374,29810,Man Hole, , ,-157.756683914630941,21.284354835007662, , ,"Constructed, not dedicated",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 35,HWES 35-29810, 
318,0,318,43586,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,710,-157.756583308372967,21.284303346122556,72.7953796,,,,,,,,,,,,,,,,,,,,,
319,0,319,43586,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,710,-157.756518019391052,21.284264409075263,68.1122818,,,,,,,,,,,,,,,,,,,,,
320,1,320,43586,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,710,-157.756494536293786,21.284254762047681,66.4496078,29924,22219,Man Hole, , ,-157.756508942533628,21.284258185766703,5.2, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 35,HWES 35-22219, 
321,1,321,43735,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,713,-157.757197701812458,21.284657298595505,118.2833939,53917,20707,Man Hole, , ,-157.757212108052329,21.284660722314527,8.300000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 35,HWES 35-20707, 
