OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,TYPE,CALC_LENGT,DIAMETER,DRAINAGE_A,LENGTH,WIDTH,HEIGHT,SLOPE,ROUGHNESS,FILENUM,INSTALL_DA,LIFE_CYCLE,OWNER,DATA_SOURC,CREATED_BY,LAST_EDITE,LAST_EDI_1,TYPE_USE,ORIG_FID,POINT_X,POINT_Y,ELEVATION,SUBCATCHMENT,OBJECTID_12,NODE_ID,TYPE_1,DRAINAGE_A_1,FLOW_RATE_1,POINT_X_1,POINT_Y_1,CATCHMENT_,HIST_STRU_,FILENUM_1,INSTALL_DA_1,LIFE_CYCLE_1,OWNER_1,DATA_SOURC_1,CREATED_BY_1,LAST_EDITE_1,LAST_EDI_12,DA_SRC_STR,ANCILLARYR,OUTFALL,SWID,TYPE_USE_1
1633,1,1633,21012,Reinforced Concrete Pipe,196.645607880000000,18, ,185, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,323,-157.756213718488283,21.297261052455667,290.9135742,95,10643,25677,Catch Basin, , ,-157.756228124728153,21.297264475275369, ,HWES 7-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 7,HWES 7-25677, 
1634,1,1634,22317,Reinforced Concrete Pipe,63.884769800000001,30, ,70, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,348,-157.756299268296573,21.296450067216881,276.8511047,88,28217,25673,Man Hole, , ,-157.756313674536415,21.296453490935903, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 7,HWES 7-25673, 
1635,1,1635,22317,Reinforced Concrete Pipe,63.884769800000001,30, ,70, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,348,-157.756112113982851,21.296462947307248,276.3465881,88,22675,25672,Catch Basin, , ,-157.756126520222693,21.296466371026270, ,HWES 7-9,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 7,HWES 7-25672, 
1636,0,1636,22448,Reinforced Concrete Pipe,152.828487080000002,18, ,135, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,350,-157.746540835391215,21.292607281201128,861.0398560,47,,,,, ,,,,,,,,,,,,,,,,,
1637,1,1637,22448,Reinforced Concrete Pipe,152.828487080000002,18, ,135, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,350,-157.746586688225051,21.292599154927132,861.4228516,47,32856,25794,Man Hole, , ,-157.746601094464921,21.292602577746834,6.200000, ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 56,HMB 56-25794, 
1638,1,1638,23953,Reinforced Concrete Pipe,215.387527970000008,18,2.800000, , , ,0.047500,0.710000,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, , ,363,-157.748844113365124,21.292746990880971,744.6813965,42,47744,42513,Man Hole, ,10.100000,-157.748858519604966,21.292750413700674, , ,2626,1990-09-26T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,None,HWES 50,HWES 50-42513, 
1639,1,1639,23953,Reinforced Concrete Pipe,215.387527970000008,18,2.800000, , , ,0.047500,0.710000,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, , ,363,-157.748218997308840,21.292655608069879,791.3601685,42,49564,42510,Man Hole, ,10.100000,-157.748233404448030,21.292659030889638, , ,2626,1990-09-26T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,None,HWES 50,HWES 50-42510, 
1640,1,1640,24206,Reinforced Concrete Pipe,37.736417019999998,18, ,35, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,371,-157.754595416345353,21.298084990629889,324.0354004,12,44799,28986,Catch Basin, , ,-157.754609822585223,21.298088413449591, ,HWES 6-5,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 6,HWES 6-28986, 
1641,1,1641,24206,Reinforced Concrete Pipe,37.736417019999998,18, ,35, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,371,-157.754706121989898,21.298079694522357,322.6590576,12,41154,28987,Catch Basin, , ,-157.754720528229768,21.298083117342060, ,HWES 6-4,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 6,HWES 6-28987, 
1642,1,1642,24488,Reinforced Concrete Pipe,261.122299600000019,18, ,250, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,373,-157.756213718488283,21.297261052455667,290.9135742,95,10643,25677,Catch Basin, , ,-157.756228124728153,21.297264475275369, ,HWES 7-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 7,HWES 7-25677, 
1643,1,1643,24488,Reinforced Concrete Pipe,261.122299600000019,18, ,250, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,373,-157.756027736890530,21.296563665081123,277.9900513,88,27330,25671,Catch Basin, , ,-157.756042143130372,21.296567087900826, ,HWES 7-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 7,HWES 7-25671, 
1644,0,1644,25106,Ditch,128.261102760000000, , , , , , , ,18151, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Easements, ,375,-157.754568672306362,21.299897217182888,378.2523499,20,,,,, ,,,,,,,,,,,,,,,,,
1645,1,1645,25106,Ditch,128.261102760000000, , , , , , , ,18151, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Easements, ,375,-157.754528373685474,21.299546155130997,371.3035278,20,32006,29468,Grate/Drain Inlet, , ,-157.754542779925316,21.299549577950700, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18151 and Easements, ,None,HWES 3,HWES 3-29468, 
1646,1,1646,27594,Reinforced Concrete Pipe,57.556314690000001,24, ,45, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,417,-157.756377396000005,21.297300751228761,296.0439758,95,25499,25681,Catch Basin, , ,-157.756391802239847,21.297304174048463, ,HWES 7-3,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 7,HWES 7-25681, 
1647,1,1647,27594,Reinforced Concrete Pipe,57.556314690000001,24, ,45, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,417,-157.756213718488283,21.297261052455667,290.9135742,95,10643,25677,Catch Basin, , ,-157.756228124728153,21.297264475275369, ,HWES 7-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 7,HWES 7-25677, 
1648,1,1648,27664,Reinforced Concrete Pipe,43.500346919999998,24, ,50, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,419,-157.754357408967223,21.296662056308890,289.3863831,96,51204,25663,Man Hole, , ,-157.754371815207065,21.296665479128592, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 8,HWES 8-25663, 
1649,1,1649,27664,Reinforced Concrete Pipe,43.500346919999998,24, ,50, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,419,-157.754474286658962,21.296710456922085,281.1215515,4,54869,25664,Man Hole, , ,-157.754488692898832,21.296713879741787, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 8,HWES 8-25664, 
1650,1,1650,27732,Reinforced Concrete Pipe,81.535769479999999,42, ,75, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels, ,421,-157.756580853223767,21.298863218962424,347.6193237,20,16210,28997,Man Hole, , ,-157.756595259463637,21.298866641782126, , ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels, ,None,HWES 4,HWES 4-28997, 
1651,1,1651,27732,Reinforced Concrete Pipe,81.535769479999999,42, ,75, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels, ,421,-157.756563744521173,21.298639333638391,341.5105286,20,33771,28996,Catch Basin, , ,-157.756578150761015,21.298642756458094, ,HWES 4-2,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels, ,None,HWES 4,HWES 4-28996, 
1652,0,1652,28652,Channel,211.004288260000010, , , , , , , ,18151, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels, ,431,-157.756094233661912,21.299266375143134,332.6550598,,,,,, ,,,,,,,,,,,,,,,,,
1653,0,1653,28652,Channel,211.004288260000010, , , , , , , ,18151, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels, ,431,-157.756074426993194,21.298685802507805,320.6395264,,,,,, ,,,,,,,,,,,,,,,,,
1654,1,1654,28968,Reinforced Concrete Pipe,31.873761510000001,18, ,31.874000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,432,-157.752595381671512,21.293044999227391,296.4113159,7,41953,20492,Catch Basin, , ,-157.752609787911354,21.293048422047093,5.100000,HWES 14-3,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 14,HWES 14-20492, 
1655,1,1655,28968,Reinforced Concrete Pipe,31.873761510000001,18, ,31.874000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,432,-157.752683917228978,21.293016461040907,285.7871094,7,25419,20493,Man Hole, , ,-157.752698323468820,21.293019884759929,4.1, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 14,HWES 14-20493, 
1656,1,1656,29145,Reinforced Concrete Pipe,68.121763369999996,18, ,68.122000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,439,-157.752746236649472,21.292637624326971,272.1909790,7,53049,20500,Man Hole, , ,-157.752760642889342,21.292641047146674,9.700000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 15,HWES 15-20500, 
1657,1,1657,29145,Reinforced Concrete Pipe,68.121763369999996,18, ,68.122000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,439,-157.752790969827373,21.292454838919753,264.6846008,7,25420,20504,Catch Basin, , ,-157.752805376067215,21.292458262638775,5,HWES 15-4-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 15,HWES 15-20504, 
1658,1,1658,29443,Reinforced Concrete Pipe,23.676535210000001,18, ,25, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,450,-157.754306019906863,21.296618137017447,292.1739502,96,55821,25662,Catch Basin, , ,-157.754320427046054,21.296621559837149, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 8,HWES 8-25662, 
1659,1,1659,29443,Reinforced Concrete Pipe,23.676535210000001,18, ,25, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,450,-157.754357408967223,21.296662056308890,289.3863831,96,51204,25663,Man Hole, , ,-157.754371815207065,21.296665479128592, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 8,HWES 8-25663, 
1660,1,1660,29513,Reinforced Concrete Pipe,149.820722450000005,30, ,135, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,453,-157.755436044138094,21.300597824130307,371.3153687,24,36634,29457,Catch Basin, , ,-157.755450450377964,21.300601246950009, ,HWES 1-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 1,HWES 1-29457, 
1661,1,1661,29513,Reinforced Concrete Pipe,149.820722450000005,30, ,135, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,453,-157.755872930291474,21.300647604303549,361.9345093,24,16237,29456,Inlet/Outlet, , ,-157.755887336531316,21.300651026223932, ,HWES 1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,End of RCP connection to Class 2 Waters; edited by FILENUM 15481, ,None,HWES 1,HWES 1-29456,Outfall
1662,1,1662,29608,Reinforced Concrete Pipe,159.628044910000000,18, ,145, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,455,-157.746586688225051,21.292599154927132,861.4228516,47,32856,25794,Man Hole, , ,-157.746601094464921,21.292602577746834,6.200000, ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 56,HMB 56-25794, 
1663,1,1663,29889,Reinforced Concrete Pipe,138.969176750000003,18,1.9, , , ,0.180000,0.480000,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, , ,460,-157.747180323513078,21.293919464911426,915.9310303,42,51448,42518,Grate/Drain Inlet, ,7.7,-157.747194729752948,21.293922887731128, , ,2626,1990-09-26T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,None,HWES 50,HWES 50-42518, 
1664,1,1664,29889,Reinforced Concrete Pipe,138.969176750000003,18,1.9, , , ,0.180000,0.480000,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, , ,460,-157.747069974899404,21.293551143070829,901.0957031,42,55994,42530,Catch Basin,0.5,7.7,-157.747084381139246,21.293554565890531,8.300000, ,2626,1990-09-26T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,None,HWES 50,HWES 50-42530, 
1665,1,1665,29890,Reinforced Concrete Pipe,127.589244829999998,18,0.8, , , ,0.230000,0.290000,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, , ,461,-157.748099829943158,21.293214654532733,814.8146973,42,15487,42508,Grate/Drain Inlet, ,3.6,-157.748114236183028,21.293218078251755, , ,2626,1990-09-26T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,None,HWES 50,HWES 50-42508, 
1666,1,1666,29890,Reinforced Concrete Pipe,127.589244829999998,18,0.8, , , ,0.230000,0.290000,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, , ,461,-157.747840376432208,21.292961193204576,829.2279053,42,28430,42509,Catch Basin,2,3.6,-157.747854782672050,21.292964616024278,10.6, ,2626,1990-09-26T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan,"Aover=4.0, Qover=4.8, Qf=17.5", ,None,HWES 50,HWES 50-42509, 
1667,1,1667,29902,Reinforced Concrete Pipe,133.669473060000001,24,4.8, , , ,0.118000,1.140000,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,A50=5.8; Aover=4.3, ,462,-157.747737198113185,21.292346131568763,819.5295410,42,40420,42538,Grate/Drain Inlet, ,0.76,-157.747751604353027,21.292349554388466, , ,2626,1990-09-26T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,None,HWES 50,HWES 50-42538, 
1668,1,1668,29903,Reinforced Concrete Pipe,139.751365270000008,24,4.8, , , ,0.100000,0.340000,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,A50=9.8; Aover=4.5, ,463,-157.747784235354146,21.292901900902052,832.0382690,42,55993,42529,Catch Basin,0.8,30.5,-157.747798641594017,21.292905323721754,10.600000, ,2626,1990-09-26T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,None,HWES 50,HWES 50-42529, 
1669,1,1669,29903,Reinforced Concrete Pipe,139.751365270000008,24,4.8, , , ,0.100000,0.340000,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,A50=9.8; Aover=4.5, ,463,-157.747499072923858,21.292625160622720,846.0178223,42,47746,42540,Grate/Drain Inlet, ,30.5,-157.747513479163700,21.292628583442422, , ,2626,1990-09-26T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,None,HWES 50,HWES 50-42540, 
1670,0,1670,29904,Ditch,501.319294280000008, ,1.8, , , , , ,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,TYPE=Interceptor Ditch, ,464,-157.746396966346879,21.294736669861493,909.3377075,42,,,,,7.7,,,,,,,,,,,,,,,,,
1671,0,1671,29904,Ditch,501.319294280000008, ,1.8, , , , , ,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,TYPE=Interceptor Ditch, ,464,-157.746540803914939,21.293977242755602,904.8840942,42,,,,,7.7,,,,,,,,,,,,,,,,,
1672,0,1672,29904,Ditch,501.319294280000008, ,1.8, , , , , ,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,TYPE=Interceptor Ditch, ,464,-157.746923651605215,21.293986981514024,913.1251221,42,,,,,7.7,,,,,,,,,,,,,,,,,
1673,1,1673,29904,Ditch,501.319294280000008, ,1.8, , , , , ,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,TYPE=Interceptor Ditch, ,464,-157.747180323513078,21.293919464911426,915.9310303,42,51448,42518,Grate/Drain Inlet, ,7.7,-157.747194729752948,21.293922887731128, , ,2626,1990-09-26T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,None,HWES 50,HWES 50-42518, 
1674,0,1674,30426,Ditch,161.198352180000001, , , , , , , ,18151, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Easements, ,468,-157.754525703598318,21.299523862736123,370.6489563,20,,,,, ,,,,,,,,,,,,,,,,,
1675,0,1675,30426,Ditch,161.198352180000001, , , , , , , ,18151, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Easements, ,468,-157.754517750893456,21.299457465789487,368.6946106,20,,,,, ,,,,,,,,,,,,,,,,,
1676,0,1676,30426,Ditch,161.198352180000001, , , , , , , ,18151, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Easements, ,468,-157.754578244690208,21.299316372952319,363.0216980,20,,,,, ,,,,,,,,,,,,,,,,,
1677,1,1677,30426,Ditch,161.198352180000001, , , , , , , ,18151, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Easements, ,468,-157.754570175073496,21.299091610789276,356.0836487,20,54921,29465,Grate/Drain Inlet, , ,-157.754584581313338,21.299095033608978, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18151 and Easements, ,None,HWES 3,HWES 3-29465, 
1678,1,1678,31353,Reinforced Concrete Pipe,172.480271579999993,36, ,180, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 15481, ,487,-157.756535613727550,21.298033232847445,326.9177856,16,44800,28993,Grate/Drain Inlet, , ,-157.756550019967420,21.298036655667204, ,HWES 5-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 5,HWES 5-28993, 
1679,1,1679,31353,Reinforced Concrete Pipe,172.480271579999993,36, ,180, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 15481, ,487,-157.756048415002311,21.298163562598404,309.7919922,16,31983,28992,Inlet/Outlet, , ,-157.756062821242182,21.298166985418106, ,HWES 5,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,End of RCP; edited by FILENUM 15481, ,None,HWES 5,HWES 5-28992, 
1680,1,1680,31354,Ditch,71.649293990000004, , ,60, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,TYPE=Open Ditch; OWNERSHIP taken from Parcels; edted by FILENUM 15481, ,488,-157.756229415255291,21.299992925732965,343.2262878,24,38430,29454,Inlet/Outlet, , ,-157.756243821495133,21.299996348552668, ,HWES 2-2,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan,Connection between RCP and Open Ditch; OWNERSHIP taken from Parcels; edited by FILENUM 15481, ,None,HWES 2,HWES 2-29454, 
1681,1,1681,31354,Ditch,71.649293990000004, , ,60, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,TYPE=Open Ditch; OWNERSHIP taken from Parcels; edted by FILENUM 15481, ,488,-157.756019697850746,21.299976239711725,347.6085510,20,52424,29455,Inlet/Outlet, , ,-157.756034104090588,21.299979662531427, ,HWES 2,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan,End of Open Ditch; OWNERSHIP taken from Parcels; edited by FILENUM 15481, ,None,HWES 2,HWES 2-29455,Outfall
1682,1,1682,31466,Reinforced Concrete Pipe,65.934786930000001,18, ,60, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18151 and Easements, ,489,-157.754570175073496,21.299091610789276,356.0836487,20,54921,29465,Grate/Drain Inlet, , ,-157.754584581313338,21.299095033608978, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18151 and Easements, ,None,HWES 3,HWES 3-29465, 
1683,1,1683,31466,Reinforced Concrete Pipe,65.934786930000001,18, ,60, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18151 and Easements, ,489,-157.754762666863570,21.299111716932259,353.2647095,20,28257,29464,Man Hole, , ,-157.754777073103412,21.299115139751962, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 3,HWES 3-29464, 
1684,1,1684,31722,Reinforced Concrete Pipe,113.722535940000000,18,2.2, , , ,0.010000,0.830000,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, , ,494,-157.747758097458188,21.294146851296205,870.1317139,40,47745,42515,Catch Basin,1.200000,7.9,-157.747772503698059,21.294150274115907,7, ,2626,1990-09-26T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,None,HWES 48,HWES 48-42515, 
1685,1,1685,31722,Reinforced Concrete Pipe,113.722535940000000,18,2.2, , , ,0.010000,0.830000,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, , ,494,-157.747990167512199,21.294372032543322,848.4505005,40,58764,42516,Man Hole, ,7.9,-157.748004574651361,21.294375455363024, , ,2626,1990-09-26T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,None,HWES 48,HWES 48-42516, 
1686,1,1686,31723,Reinforced Concrete Pipe,94.653999119999995,18,2.2, , , ,0.010000,0.580000,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, , ,495,-157.747990167512199,21.294372032543322,848.4505005,40,58764,42516,Man Hole, ,7.9,-157.748004574651361,21.294375455363024, , ,2626,1990-09-26T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,None,HWES 48,HWES 48-42516, 
1687,1,1687,31723,Reinforced Concrete Pipe,94.653999119999995,18,2.2, , , ,0.010000,0.580000,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, , ,495,-157.748192729910528,21.294193541398840,829.7702637,40,8026,42533,Inlet/Outlet,2.200000,7.9,-157.748207136150398,21.294196964218600, , ,2626,1990-09-26T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan,End of RCP, ,None,HWES 48,HWES 48-42533, 
1688,0,1688,32232,Ditch,98.774424760000002, , , , , , , ,18150, , ,Private,SWQDC Other,SWQDC,jnolan,OWNERSHIP taken from Parcels & Easements; Edited by Easements, ,498,-157.757361268707569,21.296281599016652,394.8908691,9,,,,, ,,,,,,,,,,,,,,,,,
1689,0,1689,32232,Ditch,98.774424760000002, , , , , , , ,18150, , ,Private,SWQDC Other,SWQDC,jnolan,OWNERSHIP taken from Parcels & Easements; Edited by Easements, ,498,-157.757324874043661,21.296011832979787,386.5483398,9,,,,, ,,,,,,,,,,,,,,,,,
1690,1,1690,33052,Reinforced Concrete Pipe,147.557925719999986,42, ,150, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18150, ,513,-157.756027736890530,21.296563665081123,277.9900513,88,27330,25671,Catch Basin, , ,-157.756042143130372,21.296567087900826, ,HWES 7-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 7,HWES 7-25671, 
